"AreaName","State","edu.total","edu.males","edu.females","m_no_school","m_hs","m_bs","m_ms","m_phd","f_no_school","f_hs","f_bs","f_ms","f_phd","year","cause","amt_death","AADR"
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2008,"Cancer",10182,197.48
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2003,"Unintentional Injuries",2179,48.27
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,1999,"Suicide",555,12.46
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2008,"Alzheimers disease",1518,32.08
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2000,"All Causes",45062,1004.8
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2002,"Septicemia",765,16.83
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2012,"Cancer",10276,185.19
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2005,"Unintentional Injuries",2395,51.9
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"All Causes",48038,939.7
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,1999,"Pneumonitis due to solids and liquids",306,7.01
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2008,"CLRD",2733,54.23
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2007,"Essential hypertension and hypertensive renal disease",475,9.75
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2009,"Pneumonitis due to solids and liquids",241,4.85
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2008,"Suicide",604,12.56
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2005,"Essential hypertension and hypertensive renal disease",428,9.21
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2003,"Parkinsons disease",265,5.87
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2008,"Homicide",454,9.83
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Homicide",417,8.95
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2003,"Chronic liver disease and cirrhosis",440,9.21
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2005,"Cancer",9913,204.36
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2009,"Stroke",2675,53.58
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2005,"CLRD",2382,50.11
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2001,"Homicide",425,9.56
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"Cancer",10196,191.71
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2000,"Homicide",444,10.02
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2007,"Pneumonitis due to solids and liquids",288,6.05
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2007,"All Causes",46696,957.2
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2009,"Essential hypertension and hypertensive renal disease",523,10.21
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2002,"Stroke",3201,71.16
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2008,"Pneumonitis due to solids and liquids",256,5.3
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2005,"Diseases of Heart",12869,274.46
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2008,"Septicemia",899,17.99
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2000,"Unintentional Injuries",2093,47.02
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Diseases of Heart",12472,228.36
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2003,"CLRD",2434,52.43
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2004,"Pneumonitis due to solids and liquids",287,6.4
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2007,"Homicide",480,10.46
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2001,"Alzheimers disease",1103,25.07
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2004,"Unintentional Injuries",2403,52.98
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2000,"Cancer",9807,215.43
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2009,"Diabetes",1259,24.4
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2006,"Chronic liver disease and cirrhosis",489,9.56
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2006,"Essential hypertension and hypertensive renal disease",456,9.46
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2006,"CLRD",2309,47.63
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2003,"Cancer",9812,208.24
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2009,"Kidney Disease",1180,23.4
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Alzheimers disease",1398,26.67
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2007,"Stroke",2747,56.91
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2007,"Kidney Disease",1051,21.33
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2009,"Cancer",10289,196.32
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2013,"Unintentional Injuries",2329,47.24
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2005,"Chronic liver disease and cirrhosis",478,9.68
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2000,"Pneumonitis due to solids and liquids",289,6.54
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2009,"Chronic liver disease and cirrhosis",488,9.12
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2008,"Stroke",2863,58.21
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2010,"Alzheimers disease",1523,31.2
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2000,"Kidney Disease",939,21.05
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2009,"Suicide",673,13.73
"Alabama","AL",3239351,1532613,1706738,21478,490120,226204,82686,19299,20398,515175,252608,119311,13033,2003,"Suicide",521,11.44
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2008,"Homicide",29,4.42
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2010,"Parkinsons disease",32,9.22
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2011,"Unintentional Injuries",385,57.29
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2004,"Influenza and pneumonia",42,15.12
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2013,"Cancer",1016,171.95
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2010,"Pneumonitis due to solids and liquids",19,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2013,"Chronic liver disease and cirrhosis",82,11.28
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2013,"CLRD",197,37.88
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2012,"Pneumonitis due to solids and liquids",19,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2011,"Kidney Disease",53,12.51
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Septicemia",17,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2004,"Suicide",155,23.02
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Diabetes",80,22.76
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"Unintentional Injuries",321,55.39
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2007,"Septicemia",33,8.18
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Diseases of Heart",567,169.31
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2008,"All Causes",3494,761.3
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Unintentional Injuries",343,64.48
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"All Causes",3180,843.5
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2010,"Septicemia",36,7.74
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Homicide",38,5.69
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"Essential hypertension and hypertensive renal disease",16,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2012,"Diseases of Heart",708,136.51
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2006,"Pneumonitis due to solids and liquids",12,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2004,"Cancer",728,184.23
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2011,"Suicide",143,20.03
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2007,"Cancer",839,182.61
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2011,"All Causes",3849,747.8
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"All Causes",2914,869.1
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2012,"Chronic liver disease and cirrhosis",89,12.57
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Stroke",158,57.87
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"Influenza and pneumonia",60,21.18
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2011,"Diabetes",107,20.55
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Septicemia",25,7.72
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2007,"Essential hypertension and hypertensive renal disease",15,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2012,"Septicemia",44,8.63
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2004,"CLRD",139,39.52
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2011,"Stroke",168,39.41
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2007,"CLRD",175,45.47
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2002,"Influenza and pneumonia",51,19.51
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2011,"Alzheimers disease",72,20.46
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2010,"Stroke",167,40.85
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2011,"Essential hypertension and hypertensive renal disease",29,6.62
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2013,"Essential hypertension and hypertensive renal disease",35,6.93
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Parkinsons disease",19,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Influenza and pneumonia",36,13.06
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2013,"Parkinsons disease",36,8.88
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2006,"Kidney Disease",44,12.91
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2007,"Unintentional Injuries",354,56.35
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2007,"Diabetes",105,24.09
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2008,"Suicide",169,24.35
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2010,"Essential hypertension and hypertensive renal disease",25,6.36
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Homicide",51,8.11
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"CLRD",147,49.88
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2005,"All Causes",3168,762.3
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2013,"Diseases of Heart",706,134.96
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2004,"Septicemia",19,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2011,"Diseases of Heart",739,149.59
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2008,"Diseases of Heart",634,150.13
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Influenza and pneumonia",46,19.57
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2010,"Homicide",44,6.08
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,1999,"Parkinsons disease",15,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2007,"All Causes",3463,780.6
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2008,"Cancer",867,181.05
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"Septicemia",22,4.94
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2007,"Chronic liver disease and cirrhosis",70,11.37
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2008,"Essential hypertension and hypertensive renal disease",16,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2012,"All Causes",3912,731.4
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2005,"Unintentional Injuries",313,50.77
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2001,"Cancer",689,193.73
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2003,"Cancer",735,188.42
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2000,"Pneumonitis due to solids and liquids",15,
"Alaska","AK",464440,241144,223296,1347,74450,38722,14996,2848,1630,54874,44479,18451,2154,2010,"Suicide",164,22.78
